lemme;upos;freqlemfilms;freqlemlivres
vernisseur;NOM;0,10;0,00
vertigineusement;ADV;0,10;1,15
viabilité;NOM;0,10;0,07
vice-amiral;NOM;0,10;0,61
vice-recteur;NOM;0,10;0,00
vidéocassette;NOM;0,10;0,00
villégiature;NOM;0,10;2,70
virginal;NOM;0,10;0,47
vivier;NOM;0,10;1,42
vérif;NOM;0,10;0,27
véronique;NOM;0,10;0,74
vésicant;ADJ;0,10;0,00
vésicatoire;ADJ;0,10;0,07
vésiculaire;ADJ;0,10;0,00
y;VER;0,10;0,00
zarabe;NOM;0,10;0,00
zingaro;NOM;0,10;17,97
zonage;NOM;0,10;0,00
zéphire;ADJ;0,10;0,00
âtre;NOM;0,10;5,88
ébattre;VER;0,10;3,18
éclampsie;NOM;0,10;0,00
écorcherie;NOM;0,10;0,07
églogue;NOM;0,10;0,34
éjecteur;NOM;0,10;0,00
éluer;VER;0,10;0,14
élégiaque;ADJ;0,10;0,27
épiscopal;ADJ;0,10;1,15
éthylisme;NOM;0,10;0,20
abdominal;NOM;0,09;0,68
aboutissant;NOM;0,09;0,95
abrasif;ADJ;0,09;0,27
adopté;NOM;0,09;0,61
air-air;ADJ;0,09;0,00
ajouté;NOM;0,09;0,41
alambiqué;ADJ;0,09;0,14
albacore;NOM;0,09;0,00
algonquin;NOM;0,09;0,54
allitération;NOM;0,09;0,00
allongement;NOM;0,09;0,68
alterné;ADJ;0,09;0,81
aléatoirement;ADV;0,09;0,00
amaigrissant;ADJ;0,09;0,14
amincissant;ADJ;0,09;0,07
amorçage;NOM;0,09;0,07
amylase;NOM;0,09;0,00
anabolisant;NOM;0,09;0,00
anatomiquement;ADV;0,09;0,20
anoxie;NOM;0,09;0,00
anti;ADV;0,09;0,81
anti-matière;NOM;0,09;0,00
anti-viol;NOM;0,09;0,00
anti-virus;NOM;0,09;0,00
antisérum;NOM;0,09;0,00
apponter;VER;0,09;0,00
aqueux;ADJ;0,09;0,88
arboretum;NOM;0,09;0,00
arcane;NOM;0,09;1,35
argus;NOM;0,09;0,68
arménien;NOM;0,09;0,34
arrondi;NOM;0,09;3,11
artériographie;NOM;0,09;0,00
arum;NOM;0,09;0,61
aryen;NOM;0,09;0,20
assidûment;ADV;0,09;1,96
assouplissement;NOM;0,09;0,54
astreindre;VER;0,09;3,78
asymptomatique;ADJ;0,09;0,20
atténuateur;NOM;0,09;0,00
audacieusement;ADV;0,09;0,47
autocollant;ADJ;0,09;0,27
autosuggestion;NOM;0,09;0,14
avaliser;VER;0,09;0,14
bachelier;NOM;0,09;1,76
back up;NOM;0,09;0,00
balaise;NOM;0,09;0,47
bande-son;NOM;0,09;0,27
bas-relief;NOM;0,09;1,22
bibendum;NOM;0,09;0,20
bichette;NOM;0,09;0,07
blanchissement;NOM;0,09;0,14
bleuâtre;ADJ;0,09;7,23
blitzkrieg;NOM;0,09;0,00
bolivar;NOM;0,09;0,47
booster;VER;0,09;0,00
bossoir;NOM;0,09;0,27
bour;NOM;0,09;0,14
braque;NOM;0,09;0,54
brassage;NOM;0,09;0,81
brusquerie;NOM;0,09;4,32
buer;VER;0,09;0,00
bursite;NOM;0,09;0,00
byte;NOM;0,09;0,00
calandre;NOM;0,09;0,68
californie;NOM;0,09;0,07
camber;VER;0,09;0,00
cambodgien;NOM;0,09;0,47
caner;VER;0,09;1,15
canope;NOM;0,09;0,00
capitonner;VER;0,09;2,70
caracoler;VER;0,09;1,76
cardiomyopathie;NOM;0,09;0,00
caricaturer;VER;0,09;0,27
castrat;NOM;0,09;0,41
cavalièrement;ADV;0,09;0,34
certification;NOM;0,09;0,00
chablis;NOM;0,09;0,07
chahuteur;NOM;0,09;0,41
chambranle;NOM;0,09;4,26
chapardage;NOM;0,09;0,27
chausse;NOM;0,09;1,15
cheptel;NOM;0,09;1,35
chintz;NOM;0,09;0,27
chloramphénicol;NOM;0,09;0,00
circonvenir;VER;0,09;0,95
clapoter;VER;0,09;3,24
cleptomane;NOM;0,09;0,00
co-capitaine;NOM;0,09;0,00
cochenille;NOM;0,09;0,00
cocoon;NOM;0,09;0,00
colostomie;NOM;0,09;0,00
commodément;ADV;0,09;1,35
complies;NOM;0,09;0,95
concasser;VER;0,09;1,76
concessionnaire;ADJ;0,09;0,27
concurrentiel;ADJ;0,09;0,14
congratulation;NOM;0,09;0,41
converse;NOM;0,09;1,28
cordialité;NOM;0,09;3,65
cosmologie;NOM;0,09;0,07
couard;ADJ;0,09;0,61
couinement;NOM;0,09;1,76
coupe-faim;NOM;0,09;0,07
croup;NOM;0,09;0,61
croupière;NOM;0,09;0,27
crustacé;ADJ;0,09;0,54
cumulus;NOM;0,09;0,81
curve;ADJ;0,09;0,00
cybernétique;NOM;0,09;0,14
cystique;ADJ;0,09;0,00
cystite;NOM;0,09;0,00
célébrissime;ADJ;0,09;0,07
céphalorachidien;ADJ;0,09;0,00
cérémoniel;ADJ;0,09;0,14
dactylographier;VER;0,09;0,61
dao;NOM;0,09;0,00
delirium;NOM;0,09;0,41
dermite;NOM;0,09;0,07
desserte;NOM;0,09;1,76
dessus-de-lit;NOM;0,09;1,08
diaboliser;VER;0,09;0,07
digitale;NOM;0,09;0,74
dilatoire;ADJ;0,09;0,47
disgracier;VER;0,09;0,68
diurne;ADJ;0,09;2,03
diététicien;NOM;0,09;0,61
dna;NOM;0,09;0,00
double-cliquer;VER;0,09;0,00
doubleur;NOM;0,09;0,00
douglas;NOM;0,09;0,00
dubitatif;ADJ;0,09;2,30
durham;NOM;0,09;0,00
dysfonction;NOM;0,09;0,00
déblayage;NOM;0,09;0,14
décati;ADJ;0,09;0,61
décerveler;VER;0,09;0,27
déchiqueteur;NOM;0,09;0,20
défenestration;NOM;0,09;0,07
défini;NOM;0,09;0,14
déflexion;NOM;0,09;0,00
délocaliser;VER;0,09;0,00
démesurément;ADV;0,09;4,19
démouler;VER;0,09;0,07
déneiger;VER;0,09;0,00
dénomination;NOM;0,09;1,15
désamiantage;NOM;0,09;0,00
désaxer;VER;0,09;0,54
désodorisant;ADJ;0,09;0,07
détonant;ADJ;0,09;0,34
effervescent;ADJ;0,09;0,88
effluve;NOM;0,09;6,49
elliptique;ADJ;0,09;0,61
empattement;NOM;0,09;0,20
encart;NOM;0,09;0,34
encastré;ADJ;0,09;0,88
endettement;NOM;0,09;0,07
enfouissement;NOM;0,09;0,34
entrelacé;ADJ;0,09;1,35
esgourde;NOM;0,09;2,70
ex-agent;NOM;0,09;0,00
expectative;NOM;0,09;1,01
faillible;ADJ;0,09;0,34
fayoter;VER;0,09;0,61
feta;NOM;0,09;0,00
filetage;NOM;0,09;0,07
fiscalité;NOM;0,09;0,07
fléché;ADJ;0,09;0,54
foisonner;VER;0,09;1,42
frappadingue;ADJ;0,09;0,27
frontal;NOM;0,09;0,14
fédérer;VER;0,09;0,20
félon;ADJ;0,09;0,20
galoche;NOM;0,09;6,62
galonné;ADJ;0,09;2,09
galure;NOM;0,09;1,08
galérien;NOM;0,09;1,01
globulaire;ADJ;0,09;0,34
godiche;NOM;0,09;0,00
goudou;NOM;0,09;0,14
goulet;NOM;0,09;0,74
graduel;ADJ;0,09;0,14
graffiteur;NOM;0,09;0,07
grattoir;NOM;0,09;1,49
grippé;ADJ;0,09;0,47
gypse;NOM;0,09;0,34
gériatrique;ADJ;0,09;0,00
haranguer;VER;0,09;1,89
hassidique;ADJ;0,09;0,00
hertz;NOM;0,09;0,00
homme-chien;NOM;0,09;0,14
hydrochlorique;ADJ;0,09;0,00
hypoallergénique;ADJ;0,09;0,07
hypothécaire;ADJ;0,09;0,07
hypoténuse;NOM;0,09;0,07
immunologiste;NOM;0,09;0,00
impeccablement;ADV;0,09;2,64
imperator;NOM;0,09;0,20
inassouvi;ADJ;0,09;1,96
incurvé;ADJ;0,09;1,42
indexer;VER;0,09;0,27
insulaire;ADJ;0,09;1,01
intangible;ADJ;0,09;0,68
inédit;NOM;0,09;0,47
irritant;NOM;0,09;0,07
islamiste;NOM;0,09;0,14
item;NOM;0,09;1,49
jacob;NOM;0,09;0,20
jamboree;NOM;0,09;0,07
jars;NOM;0,09;0,74
jocko;NOM;0,09;0,00
kaposi;NOM;0,09;0,20
kriss;NOM;0,09;0,00
labelle;NOM;0,09;0,00
lanoline;NOM;0,09;0,14
laparoscopie;NOM;0,09;0,00
larvaire;ADJ;0,09;1,08
laryngé;ADJ;0,09;0,07
lats;NOM;0,09;0,00
libérable;NOM;0,09;0,00
limande;NOM;0,09;0,68
logarithme;NOM;0,09;0,34
lustré;ADJ;0,09;2,23
légalisation;NOM;0,09;0,00
macchab;NOM;0,09;0,74
manchon;NOM;0,09;1,76
manip;NOM;0,09;0,14
maous;ADJ;0,09;0,74
matriarche;NOM;0,09;0,00
mennonite;NOM;0,09;0,14
meurtrissure;NOM;0,09;1,42
mirus;NOM;0,09;0,54
monoparental;ADJ;0,09;0,00
motoriser;VER;0,09;1,42
moyenâgeux;ADJ;0,09;1,69
mugissement;NOM;0,09;2,97
multimillionnaire;ADJ;0,09;0,00
multiplex;NOM;0,09;0,00
mystificateur;NOM;0,09;0,41
médiator;NOM;0,09;0,00
méridien;ADJ;0,09;0,54
méthodiquement;ADV;0,09;4,26
méthédrine;NOM;0,09;0,00
naphtalène;NOM;0,09;0,00
neurologiste;NOM;0,09;0,00
nihiliste;ADJ;0,09;0,74
nimbus;NOM;0,09;0,20
nominatif;ADJ;0,09;0,47
non-aligné;ADJ;0,09;0,00
non-conformiste;NOM;0,09;0,14
non-prolifération;NOM;0,09;0,00
notarier;VER;0,09;0,20
notre;PRO:pos;0,09;0,00
nucléotide;NOM;0,09;0,00
numériquement;ADV;0,09;0,20
nécromancie;NOM;0,09;0,07
négroïde;ADJ;0,09;1,28
octane;NOM;0,09;0,00
offrant;NOM;0,09;0,34
omniscience;NOM;0,09;0,00
ongulé;NOM;0,09;0,00
ophtalmologie;NOM;0,09;0,07
ophtalmologiste;NOM;0,09;0,61
originellement;ADV;0,09;0,34
package;NOM;0,09;0,00
panaméen;ADJ;0,09;0,34
pancréatectomie;NOM;0,09;0,00
pantois;ADJ;0,09;2,30
paranoïde;ADJ;0,09;0,27
parapsychologue;NOM;0,09;0,00
perceptif;ADJ;0,09;0,14
percussionniste;NOM;0,09;0,00
permissif;ADJ;0,09;0,07
perpète;NOM;0,09;0,00
petitesse;NOM;0,09;2,16
peton;NOM;0,09;0,47
philosophiquement;ADV;0,09;0,68
pilosité;NOM;0,09;0,27
piécette;NOM;0,09;1,89
plastoc;NOM;0,09;0,20
pneumonique;ADJ;0,09;0,00
poisson-épée;NOM;0,09;0,00
pollinisation;NOM;0,09;0,00
polymère;ADJ;0,09;0,00
porte-savon;NOM;0,09;0,27
possédant;NOM;0,09;0,68
potache;NOM;0,09;0,54
poudré;ADJ;0,09;2,30
pourtour;NOM;0,09;2,84
prestement;ADV;0,09;4,05
primat;NOM;0,09;0,34
protonique;ADJ;0,09;0,00
protoplasme;NOM;0,09;0,00
préprogrammé;ADJ;0,09;0,00
pulvérisation;NOM;0,09;0,27
purpura;NOM;0,09;0,00
péjoratif;ADJ;0,09;1,28
pénétré;ADJ;0,09;2,36
périodique;NOM;0,09;0,54
quadriennal;ADJ;0,09;0,00
quasar;NOM;0,09;0,00
quatre-vingt-dix;ADJ:num;0,09;3,51
question-réponse;NOM;0,09;0,07
quintette;NOM;0,09;1,22
quinzième;ADJ;0,09;2,03
radiologique;ADJ;0,09;0,07
raff;NOM;0,09;0,00
ralentisseur;NOM;0,09;0,00
ratiboiser;VER;0,09;0,81
reclasser;VER;0,09;0,20
regency;NOM;0,09;0,41
remblai;NOM;0,09;5,34
remplumer;VER;0,09;0,34
renouvelable;ADJ;0,09;0,07
renâcler;VER;0,09;2,36
ressauter;VER;0,09;0,00
rififi;NOM;0,09;0,47
rikiki;ADJ;0,09;2,97
romantiquement;ADV;0,09;0,27
rossinante;NOM;0,09;0,07
roténone;NOM;0,09;0,00
réadapter;VER;0,09;0,27
réarmement;NOM;0,09;0,34
récusation;NOM;0,09;0,07
récépissé;NOM;0,09;0,34
réer;VER;0,09;0,07
régurgitation;NOM;0,09;0,07
réhydrater;VER;0,09;0,07
réimplantation;NOM;0,09;0,00
réorienter;VER;0,09;0,00
rétrogradation;NOM;0,09;0,20
révisionniste;ADJ;0,09;0,34
sa;NOM;0,09;0,00
saccharine;NOM;0,09;0,54
sagacité;NOM;0,09;1,42
sampan;NOM;0,09;0,07
saur;ADJ;0,09;0,88
scampi;NOM;0,09;0,07
secoueur;NOM;0,09;0,07
sensibilisation;NOM;0,09;0,07
septum;NOM;0,09;0,00
serpenter;VER;0,09;5,88
show;NOM;0,09;2,64
sociabilité;NOM;0,09;0,41
socio;ADV;0,09;0,14
sorbetière;NOM;0,09;0,27
sous-location;NOM;0,09;0,07
sous-section;NOM;0,09;0,00
soya;NOM;0,09;0,00
spationaute;NOM;0,09;0,00
spectrographique;ADJ;0,09;0,00
spectrométrie;NOM;0,09;0,00
spiral;ADJ;0,09;0,54
splénectomie;NOM;0,09;0,00
sponsoring;NOM;0,09;0,07
steeple;NOM;0,09;0,07
stepper;NOM;0,09;0,00
stipulant;ADJ;0,09;0,00
striation;NOM;0,09;0,00
subornation;NOM;0,09;0,07
substrat;NOM;0,09;0,00
subséquent;ADJ;0,09;0,34
suprêmement;ADV;0,09;0,81
surentraîné;ADJ;0,09;0,00
surfaire;VER;0,09;0,20
surgeler;VER;0,09;0,34
surnager;VER;0,09;2,64
surplomb;NOM;0,09;2,23
surpression;NOM;0,09;0,14
susceptibilité;NOM;0,09;2,57
svastika;NOM;0,09;0,20
syndiqué;NOM;0,09;0,14
syrah;NOM;0,09;0,00
sédimentation;NOM;0,09;0,20
sérologie;NOM;0,09;0,00
séropositivité;NOM;0,09;0,27
tergiversation;NOM;0,09;1,28
tertiaire;ADJ;0,09;0,14
thermodynamique;NOM;0,09;0,20
tibial;ADJ;0,09;0,14
timonerie;NOM;0,09;0,54
toaster;VER;0,09;0,00
totalitaire;ADJ;0,09;1,42
trachéal;ADJ;0,09;0,00
traditionaliste;NOM;0,09;0,61
trans;ADJ;0,09;0,00
traumatologie;NOM;0,09;0,00
travertin;NOM;0,09;0,00
trembloter;VER;0,09;5,61
trigger;NOM;0,09;0,00
triumvir;NOM;0,09;0,00
troncher;VER;0,09;0,14
trublion;NOM;0,09;0,34
tutti frutti;ADV;0,09;0,41
tétracycline;NOM;0,09;0,00
vair;NOM;0,09;0,27
vaporisation;NOM;0,09;0,14
william;NOM;0,09;0,27
zéphyr;NOM;0,09;0,61
écluser;VER;0,09;3,11
égalitaire;ADJ;0,09;0,34
électroencéphalogramme;NOM;0,09;0,00
élément-clé;NOM;0,09;0,00
émeu;NOM;0,09;0,07
émietter;VER;0,09;3,31
éplucheur;NOM;0,09;0,20
époumoner;VER;0,09;0,88
épris;ADJ;0,09;1,08
éreinté;ADJ;0,09;0,81
éthiquement;ADV;0,09;0,00
éthylène;NOM;0,09;0,00
étymologie;NOM;0,09;1,08
aboli;ADJ;0,08;2,57
abricot;ADJ;0,08;0,68
acidocétose;NOM;0,08;0,00
acrophobie;NOM;0,08;0,00
adobe;NOM;0,08;0,00
adventiste;ADJ;0,08;0,00
affaissement;NOM;0,08;1,55
agnostique;ADJ;0,08;0,47
ako;NOM;0,08;0,00
allemagne;NOM;0,08;0,27
allergène;NOM;0,08;0,00
am stram gram;ONO;0,08;0,14
amicale;NOM;0,08;1,62
anastomose;NOM;0,08;0,07
anti-corps;NOM;0,08;0,00
anti-radiation;NOM;0,08;0,00
anti-sémitisme;NOM;0,08;0,00
antidrogue;ADJ;0,08;0,07
antitoxine;NOM;0,08;0,00
aoûtat;NOM;0,08;0,00
appeau;NOM;0,08;0,41
appentis;NOM;0,08;2,64
aristo;ADJ;0,08;0,27
athénien;NOM;0,08;1,08
automédication;NOM;0,08;0,00
avant-dernier;NOM;0,08;1,15
avocat-conseil;NOM;0,08;0,00
babouche;NOM;0,08;2,64
baderne;NOM;0,08;0,47
bain-marie;NOM;0,08;0,95
bardeau;NOM;0,08;0,41
bernache;NOM;0,08;0,41
bimoteur;NOM;0,08;0,34
biosphère;NOM;0,08;0,00
bisbille;NOM;0,08;0,34
blagueur;ADJ;0,08;0,74
bolognais;NOM;0,08;0,14
bonasse;ADJ;0,08;2,03
bourré;NOM;0,08;1,08
braiser;VER;0,08;0,27
bravache;NOM;0,08;0,27
brillanter;VER;0,08;0,20
broyage;NOM;0,08;0,14
bubble-gum;NOM;0,08;0,07
cabri;NOM;0,08;1,08
cahot;NOM;0,08;4,39
cairn;NOM;0,08;0,07
calcification;NOM;0,08;0,14
calo;NOM;0,08;0,00
carbonate;NOM;0,08;0,14
carder;VER;0,08;1,35
cari;NOM;0,08;0,95
catégoriser;VER;0,08;0,07
cauchemarder;VER;0,08;0,41
celluloïd;NOM;0,08;3,38
chapeauter;VER;0,08;1,08
charivari;NOM;0,08;1,08
chauvinisme;NOM;0,08;0,74
chnoque;NOM;0,08;0,54
christmas;NOM;0,08;0,00
cimenterie;NOM;0,08;0,61
cinquante-sept;ADJ:num;0,08;0,95
claim;NOM;0,08;0,00
claudiquer;VER;0,08;0,88
cocaïnomane;NOM;0,08;0,07
comic book;NOM;0,08;0,07
communicateur;ADJ;0,08;0,00
commuter;VER;0,08;0,00
compilateur;NOM;0,08;0,14
connecteur;NOM;0,08;0,00
contigu;ADJ;0,08;2,30
contrefort;NOM;0,08;3,65
convergent;ADJ;0,08;1,08
convexe;ADJ;0,08;0,88
copinage;NOM;0,08;0,27
cormier;NOM;0,08;0,00
cornouiller;NOM;0,08;0,34
cossu;ADJ;0,08;4,53
cranter;VER;0,08;0,34
croquemort;NOM;0,08;0,14
cul-bénit;NOM;0,08;0,20
cupidon;NOM;0,08;0,27
cytomégalovirus;NOM;0,08;0,00
cérébral;NOM;0,08;0,20
demi-tasse;NOM;0,08;0,07
dermatite;NOM;0,08;0,00
dhole;NOM;0,08;0,00
digression;NOM;0,08;1,62
disséminé;ADJ;0,08;0,47
dolomite;NOM;0,08;0,00
duplicata;NOM;0,08;0,41
décaféiné;ADJ;0,08;0,07
déconstruction;NOM;0,08;0,07
décroissant;ADJ;0,08;1,08
dédouaner;VER;0,08;0,74
déflecteur;NOM;0,08;0,20
déférence;NOM;0,08;4,26
dénonciateur;NOM;0,08;0,74
dénuement;NOM;0,08;3,92
désarmant;ADJ;0,08;1,76
déterger;VER;0,08;0,00
effeuillage;NOM;0,08;0,07
effilé;ADJ;0,08;4,46
empoter;VER;0,08;0,34
empêcheur;NOM;0,08;0,68
enfoncement;NOM;0,08;0,61
enrôlé;NOM;0,08;0,68
entendant;NOM;0,08;0,74
entrefilet;NOM;0,08;1,55
ergonomique;ADJ;0,08;0,00
ergot;NOM;0,08;1,08
errements;NOM;0,08;1,22
espièglerie;NOM;0,08;1,01
ex-militaire;NOM;0,08;0,00
excision;NOM;0,08;0,81
exfoliant;ADJ;0,08;0,00
exonérer;VER;0,08;0,20
facétieux;ADJ;0,08;1,49
fer-blanc;NOM;0,08;2,84
fibroscope;NOM;0,08;0,00
fiscaliste;NOM;0,08;0,00
fixing;NOM;0,08;0,00
floconneux;ADJ;0,08;0,54
fou-fou;ADJ;0,08;0,00
fourreur;NOM;0,08;0,68
fratrie;NOM;0,08;0,14
freudien;NOM;0,08;0,27
fâcheux;NOM;0,08;0,61
gainer;VER;0,08;3,11
gallois;NOM;0,08;0,00
gambiller;VER;0,08;1,35
gaufrette;NOM;0,08;0,88
gonorrhée;NOM;0,08;0,00
graillon;NOM;0,08;1,22
guru;NOM;0,08;0,07
gypaète;NOM;0,08;0,00
gypsophile;NOM;0,08;0,00
gémissant;ADJ;0,08;2,64
géométriquement;ADV;0,08;0,41
halon;NOM;0,08;0,07
hand-ball;NOM;0,08;0,00
harpiste;NOM;0,08;0,27
haut-fond;NOM;0,08;1,08
herboristerie;NOM;0,08;0,14
hidalgo;NOM;0,08;0,61
hydrothérapie;NOM;0,08;0,14
héliporter;VER;0,08;0,07
hétérosexualité;NOM;0,08;0,81
immobilisation;NOM;0,08;0,34
immunisation;NOM;0,08;0,07
imperium;NOM;0,08;0,07
impétigo;NOM;0,08;0,41
inexactitude;NOM;0,08;0,54
infertile;ADJ;0,08;0,41
interracial;ADJ;0,08;0,00
intracardiaque;ADJ;0,08;0,00
intranet;NOM;0,08;0,00
introspectif;ADJ;0,08;0,07
intégriste;NOM;0,08;0,20
invariable;ADJ;0,08;1,89
justifiable;ADJ;0,08;0,34
laconique;ADJ;0,08;2,43
lacunaire;ADJ;0,08;0,34
lap;NOM;0,08;0,27
latence;NOM;0,08;0,14
lepton;NOM;0,08;0,00
lithuanien;ADJ;0,08;0,27
loustic;NOM;0,08;1,49
loyalisme;NOM;0,08;1,15
lsd;NOM;0,08;0,00
malfaçon;NOM;0,08;0,34
marker;NOM;0,08;0,14
maxillaire;ADJ;0,08;0,14
mi-course;NOM;0,08;0,27
mi-fleuve;NOM;0,08;0,00
mi-humain;NOM;0,08;0,00
micro-organisme;NOM;0,08;0,00
millenium;NOM;0,08;0,07
minutage;NOM;0,08;0,34
modernisme;NOM;0,08;1,15
montre-bracelet;NOM;0,08;2,09
moraine;NOM;0,08;0,47
moria;NOM;0,08;0,00
mouffette;NOM;0,08;0,54
mufle;ADJ;0,08;0,68
multimédia;ADJ;0,08;0,00
métastatique;ADJ;0,08;0,00
napoléonien;ADJ;0,08;0,61
narguilé;NOM;0,08;1,01
new;NOM;0,08;0,20
niçois;ADJ;0,08;1,28
noctambule;NOM;0,08;1,55
nécrophilie;NOM;0,08;0,27
océanologue;NOM;0,08;0,00
oiselle;NOM;0,08;0,41
okapi;NOM;0,08;0,00
olympien;ADJ;0,08;2,03
ope;NOM;0,08;0,00
orang-outang;NOM;0,08;0,74
orgasmique;ADJ;0,08;0,00
oryx;NOM;0,08;0,00
oscilloscope;NOM;0,08;0,00
ostentatoire;ADJ;0,08;1,42
outrageusement;ADV;0,08;1,35
pandit;NOM;0,08;0,00
papouille;NOM;0,08;0,54
pathologiquement;ADV;0,08;0,14
patine;NOM;0,08;2,91
patère;NOM;0,08;1,76
pavlovien;ADJ;0,08;0,27
peccadille;NOM;0,08;1,08
persona non grata;NOM;0,08;0,07
pesticide;ADJ;0,08;0,00
pestilence;NOM;0,08;1,22
petit-four;NOM;0,08;0,07
peuh;ONO;0,08;1,96
phlébite;NOM;0,08;0,34
phonétique;NOM;0,08;0,07
photosensible;ADJ;0,08;0,07
pimprenelle;NOM;0,08;0,14
pivotant;ADJ;0,08;0,81
plasmaphérèse;NOM;0,08;0,00
pochoir;NOM;0,08;0,95
poivrier;NOM;0,08;0,88
poivrière;NOM;0,08;0,34
polyglotte;ADJ;0,08;1,01
portage;NOM;0,08;0,74
porte-flingue;NOM;0,08;0,07
postmoderne;ADJ;0,08;0,07
proportionnellement;ADV;0,08;0,34
proscrit;ADJ;0,08;0,68
préalablement;ADV;0,08;2,03
prédestiné;ADJ;0,08;0,81
prépubère;ADJ;0,08;0,00
pâteux;ADJ;0,08;5,07
pépètes;NOM;0,08;0,34
pétoncle;NOM;0,08;0,00
quelqu'une;PRO:ind;0,08;0,61
quintuplée;NOM;0,08;0,14
radical;NOM;0,08;0,47
ragoûtant;ADJ;0,08;1,22
rationalisation;NOM;0,08;0,20
raviner;VER;0,08;2,57
recoloration;NOM;0,08;0,00
recommencement;NOM;0,08;0,81
recta;ADV;0,08;1,08
redécorer;VER;0,08;0,00
redéposer;VER;0,08;0,07
relogement;NOM;0,08;0,14
reprographie;NOM;0,08;0,07
retuer;VER;0,08;0,07
revoler;VER;0,08;0,20
rhythm and blues;NOM;0,08;0,00
rince-doigts;NOM;0,08;0,27
rocher;VER;0,08;0,47
rural;NOM;0,08;0,07
réinscrire;VER;0,08;0,00
réorientation;NOM;0,08;0,00
réparti;ADJ;0,08;0,68
répulsif;ADJ;0,08;0,00
rétracteur;NOM;0,08;0,00
salto;NOM;0,08;0,00
santiag;NOM;0,08;1,49
scanographie;NOM;0,08;0,00
scaphoïde;ADJ;0,08;0,00
seconder;ADJ;0,08;0,20
semi-conducteur;NOM;0,08;0,00
sex-symbol;NOM;0,08;0,07
sidéré;ADJ;0,08;0,88
simien;ADJ;0,08;0,00
socio-économique;ADJ;0,08;0,07
soixante-six;ADJ:num;0,08;0,81
sondé;NOM;0,08;0,07
sous-ensemble;NOM;0,08;0,14
soûlerie;NOM;0,08;0,20
spermaceti;NOM;0,08;0,00
spica;NOM;0,08;0,14
spéculatif;ADJ;0,08;0,61
strip-poker;NOM;0,08;0,07
stups;ADJ;0,08;0,00
sténographe;NOM;0,08;0,00
sub-espace;NOM;0,08;0,00
suicidant;NOM;0,08;0,20
superproduction;NOM;0,08;0,27
surabondance;NOM;0,08;1,35
surfactant;NOM;0,08;0,00
synchronisme;NOM;0,08;0,54
sédation;NOM;0,08;0,00
séminole;NOM;0,08;0,07
séropositif;NOM;0,08;0,61
tahitien;NOM;0,08;0,34
take-off;NOM;0,08;0,00
tamagotchi;NOM;0,08;0,00
tangara;NOM;0,08;0,00
tapineur;NOM;0,08;0,54
tarpon;NOM;0,08;0,00
telles;PRO:ind;0,08;1,22
thésard;NOM;0,08;0,00
tolar;NOM;0,08;0,00
toute-puissance;NOM;0,08;2,03
transcendantal;ADJ;0,08;0,95
transverse;ADJ;0,08;0,00
trapézoïde;ADJ;0,08;0,00
traversant;ADJ;0,08;1,01
tronqué;ADJ;0,08;1,08
tub;NOM;0,08;1,15
turfiste;NOM;0,08;0,47
téléprompteur;NOM;0,08;0,00
uréthane;NOM;0,08;0,00
vachard;ADJ;0,08;1,42
vasistas;NOM;0,08;3,85
venaison;NOM;0,08;0,54
verrat;NOM;0,08;0,74
verseur;NOM;0,08;0,27
vibro-masseur;NOM;0,08;0,07
vidéaste;NOM;0,08;0,00
walkie-talkie;NOM;0,08;0,14
zoophilie;NOM;0,08;0,00
zélote;NOM;0,08;0,81
à rebrousse-poil;NA;0,08;0,00
ébouriffer;VER;0,08;2,97
édile;NOM;0,08;0,14
édulcorant;NOM;0,08;0,00
élitiste;NOM;0,08;0,00
élongation;NOM;0,08;0,34
énergisant;ADJ;0,08;0,00
épais;ADV;0,08;0,47
éphédrine;NOM;0,08;0,00
épéiste;NOM;0,08;0,00
abaissé;ADJ;0,07;0,74
abattant;NOM;0,07;0,61
abruptement;ADV;0,07;2,03
acarien;NOM;0,07;0,07
accessoiriser;VER;0,07;0,00
addenda;NOM;0,07;0,00
adénosine;NOM;0,07;0,00
agoraphobe;ADJ;0,07;0,00
agronomie;NOM;0,07;0,07
aiguillette;NOM;0,07;0,20
ajustable;ADJ;0,07;0,07
allécher;VER;0,07;2,09
alléguer;VER;0,07;2,97
alphanumérique;ADJ;0,07;0,00
ammoniaque;ADJ;0,07;0,07
amoncellement;NOM;0,07;6,08
ampoulé;ADJ;0,07;0,95
analysé;NOM;0,07;0,14
andouillette;NOM;0,07;0,74
aneth;NOM;0,07;0,61
angélique;NOM;0,07;0,81
ankh;NOM;0,07;0,07
anosmie;NOM;0,07;0,00
anthracite;ADJ;0,07;1,15
anti-inflammatoire;NOM;0,07;0,07
antidérapant;ADJ;0,07;0,14
antiproton;NOM;0,07;0,00
antipsychotique;ADJ;0,07;0,00
antitabac;ADJ;0,07;0,00
aspartam;NOM;0,07;0,00
aspergillus;NOM;0,07;0,00
asservi;ADJ;0,07;0,61
austral;ADJ;0,07;0,95
australopithèque;NOM;0,07;0,07
autodafé;NOM;0,07;0,61
autopropulsé;ADJ;0,07;0,00
autostop;NOM;0,07;0,00
avenu;ADJ;0,07;1,42
aînesse;NOM;0,07;0,47
babil;NOM;0,07;0,74
bactériophage;NOM;0,07;0,00
bandeur;NOM;0,07;0,14
